"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 6","name group-name
Example:
Device(config-red-app-grp)# name rg1","(Optional) Specifies an optional alias for the protocol instance."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 7","preempt
Example:
Device(config-red-app-grp)# preempt","Enables preemption on the group and enables the standby device to preempt the active device regardless of which device has higher priority."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 8","priority number failover-threshold number
Example:
Device(config-red-app-grp)# priority 120 failover-threshold 80","Specifies the initial priority and failover threshold for the redundancy group."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 9","timers delay seconds [ reload seconds ]
Example:
Device(config-red-app-grp)# timers delay 10 reload 20","Specifies the amount of time by which the redundancy group will delay role negotiations that start after a fault occurs or after the system is reloaded."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 10","control interface-name protocol instance
Example:
Device(config-red-app-grp)# control GigabitEthernet0/1/0 protocol 1","Specifies the control interface that is used by the redundancy group. This interface is also associated with an instance of the control interface protocol."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 11","data interface-name
Example:
Device(config-red-app-grp)# data GigabitEthernet0/1/2","Specifies the data interface that is used by the redundancy group."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 12","To create another redundancy group, repeat Steps 3 through 12.","—"
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 13","end
Example:
Device(config-red-app-grp)# end","Exits redundancy application group configuration mode and enters privileged EXEC mode."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 14","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 15","interface type number
Example:
Device(config)# interface gigabitethernet 0/0/1","Selects an interface to associate with the redundancy group and enters interface configuration mode."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 16","redundancy group number ip address exclusive [ decrement number ]
Example:
Device(config-if)# redundancy group 1 ip 10.10.1.1 exclusive decrement 20","Associates the interface with the redundancy group identified by the number argument."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 17","redundancy rii number
Example:
Device(config-if)# redundancy rii 40","Specifies a number for the RII associated with this interface. This number must match the RII of the other interface in the redundancy group."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundancy Group","1. enable
2. configure terminal
3. redundancy
4. application redundancy
5. group { 1 | 2 }
6. name group-name
7. preempt
8. priority number failover-threshold number
9. timers delay seconds [ reload seconds ]
10. control interface-name protocol instance
11. data interface-name
12. To create another redundancy group, repeat Steps 3 through 12.
13. end
14. configure terminal
15. interface type number
16. redundancy group number ip address exclusive [ decrement number ]
17. redundancy rii number
18. end","Step 18","end
Example:
Device(config-if)# end","Exits interface configuration mode and enters privileged EXEC mode."
"IP Addressing Configuration Guide, Cisco IOS XE 17.x","NAT - Configuring Stateful Interchassis Redundancy","Configuring a Redundant Traffic Interface","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask
5. ip nat outside
6. ip virtual-reassembly
7. negotiation auto
8. redundancy rii number
9. redundancy group number ip address exclusive [ decrement number ]
10. end","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
