"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring BGP Support for 4-byte ASN","Modifying the Default Output and Regular Expression Match Format for 4-Byte Autonomous System Numbers - Procedure","","Step 4","router bgp autonomous-system-number
Example:
Device(config)# router bgp 65538","Enters router configuration mode for the specified routing process. In this example, the 4-byte AS number, 65538, is defined in asplain notation."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring BGP Support for 4-byte ASN","Modifying the Default Output and Regular Expression Match Format for 4-Byte Autonomous System Numbers - Procedure","","Step 5","[ no ] bgp asnotation dot
Example:
Device(config-router)# bgp asnotation dot","Changes the default output format of BGP 4-byte AS numbers from asplain (decimal values) to dot notation. Use the no form of this command to reset the default output format of BGP 4-byte AS numbers back to asplain (decimal values). Note 4-byte AS numbers can be configured using either asplain format or asdot format. This command affects only the output displayed for show commands or the matching of regular expressions."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring BGP Support for 4-byte ASN","Modifying the Default Output and Regular Expression Match Format for 4-Byte Autonomous System Numbers - Procedure","","Step 6","end
Example:
Device(config-router)# end","Exits address family configuration mode and returns to privileged EXEC mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring BGP Support for 4-byte ASN","Modifying the Default Output and Regular Expression Match Format for 4-Byte Autonomous System Numbers - Procedure","","Step 7","clear ip bgp *
Example:
Device# clear ip bgp *","Clears and resets all current BGP sessions. In this example, a hard reset is performed to ensure that the 4-byte AS number format change is reflected in all BGP sessions. Note Only the syntax applicable to this task is used in this example. For more details, see the Cisco IOS IP Routing: BGP Command Reference ."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring BGP Support for 4-byte ASN","Modifying the Default Output and Regular Expression Match Format for 4-Byte Autonomous System Numbers - Procedure","","Step 8","show ip bgp summary
Example:
Device# show ip bgp summary","Displays the status of all BGP connections."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring BGP Support for 4-byte ASN","Modifying the Default Output and Regular Expression Match Format for 4-Byte Autonomous System Numbers - Procedure","","Step 9","show ip bgp regexp regexp
Example:
Device# show ip bgp regexp ^1\.0$","Displays routes that match the AS path regular expression. In this example, a regular expression to match a 4-byte AS path is configured using asdot format."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 3","clns routing
Example:
Device(config)# clns routing","Enables ISO connectionless routing on the device."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 4","router isis [ area tag ]
Example:
Device(config)# router isis tag1","Enables IS-IS routing for the specified routing process and enters IS-IS routing configuration mode. (Optional) Use the area tag argument to identify the area to which the IS-IS router is assigned. Enter a value if you are configuring multiple IS-IS areas. The first IS-IS instance that is configured is Level 1-2 by default. Later instances are automatically configured as Level 1. You can change the level of routing by using the is-type command in global configuration mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 5","net network-entity-title
Example:
Device(config-router)# net 47.0004.004d.0001.0001.0c11.1111.00","Configures the NETs for the routing process. While configuring multiarea IS-IS, specify a NET for each routing process. Specify a name for a NET and for an address."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 6","is-type { level-1 | level-1-2 | level-2-only }
Example:
Device(config-router)# is-type level-2-only","(Optional) Configures the router to act as a Level 1 (station) router, a Level 2 (area) router for multiarea routing, or both (the default): level 1 —Acts as a station router only. level 1-2 —Acts as both a station router and an area router. level 2 —Acts as an area router only."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 7","exit
Example:
Device(config-router)# end","Returns to global configuration mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 8","interface interface-id
Example:
Device(config)# interface gigabitethernet 1/0/1","Specifies an interface to route IS-IS, and enters interface configuration mode. If the interface is not already configured as a Layer 3 interface, enter the no switchport command to configure the interface into Layer 3 mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 9","ip router isis [ area tag ]
Example:
Device(config-if)# ip router isis tag1","Configures an IS-IS routing process on the interface and attaches an area designator to the routing process."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 10","ip address ip-address-mask
Example:
Device(config-if)# ip address 10.0.0.5 255.255.255.0","Defines the IP address for the interface. An IP address is required for all the interfaces in an area, that is enabled for IS-IS, if any one interface is configured for IS-IS routing."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 11","end
Example:
Device(config)# end","Returns to privileged EXEC mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Enabling IS-IS Routing - Procedure","","Step 12","show isis [ area tag ] database detail
Example:
Device# show isis database detail","Verifies your entries."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 3","router isis
Example:
Device(config)# router isis","Specifies the IS-IS routing protocol and enters router configuration mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 4","default-information originate [ route-map map-name ]
Example:
Device(config-router)# default-information originate route-map map1","(Optional) Forces a default route into the IS-IS routing domain. When you enter the route-map map-name command, the routing process generates the default route for a valid route map."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 5","ignore-lsp-errors
Example:
Device(config-router)# ignore-lsp-errors","(Optional) Configures the device to ignore LSPs with internal checksum errors, instead of purging the LSPs. This command is enabled by default (corrupted LSPs are dropped). To purge the corrupted LSPs, enter the no ignore-lsp-errors command in router configuration mode."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 6","area-password password
Example:
Device(config-router)# area-password 1password","(Optional Configures the area authentication password that is inserted in Level 1 (station router level) LSPs."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 7","domain-password password
Example:
Device(config-router)# domain-password 2password","(Optional) Configures the routing domain authentication password that is inserted in Level 2 (area router level) LSPs."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 8","summary-address address mask [ level-1 | level-1-2 | level-2 ]
Example:
Device(config-router)# summary-address 10.1.0.0 255.255.0.0 level-2","(Optional) Creates a summary of addresses for a given level."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 9","set-overload-bit [ on-startup { seconds | wait-for-bgp }]
Example:
Device(config-router)# set-overload-bit on-startup wait-for-bgp","(Optional) Sets an overload bit to allow other devices to ignore the device in their shortest path first (SPF) calculations if the device is having problems. (Optional) on-startup —Sets the overload bit only on startup. If on-startup is not specified, the overload bit is set immediately and remains set until you enter the no set-overload-bit command. If on-startup is specified, you must either enter number of seconds or enter wait-for-bgp . seconds —When the on-startup keyword is configured, it causes the overload bit to be set when the system is started and remains set for the specified number of seconds. The range is from 5 to 86400 seconds. wait-for-bgp —When the on-startup keyword is configured, causes the overload bit to be set when the system is started and remains set until BGP has converged. If BGP does not signal the IS-IS that it is converged, the IS-IS will turn off the overload bit after 10 minutes."
"IP Routing Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring IS-IS Routing","Configuring IS-IS Global Parameters - Procedure","","Step 10","lsp-refresh-interval seconds
Example:
Device(config-router)# lsp-refresh-interval 1080","(Optional) Sets an LSP refresh interval, in seconds. The range is from 1 to 65535 seconds. The default is to send LSP refreshes every 900 seconds (15 minutes)."
